tag,dataset,epoch,loss_mean,loss_std,loss_n,grad_norm_mean,grad_norm_std,grad_norm_n,cos_sim_ref_mean,cos_sim_ref_std,cos_sim_ref_n,cos_sim_global_mean,cos_sim_global_std,cos_sim_global_n,update_contrib_mean,update_contrib_std,update_contrib_n,tokens_mean,tokens_std,tokens_n
triviaqa-ratio10,clean,0,0.9136114818521432,1.008231173094834,137984,14.501634021328659,18.82314062098518,137984,0.0014035628401706495,0.031213587637457862,137984,0.004101840622831361,0.04936134841174887,129360,0.15335670473992977,0.2084589800907843,137984,5.285344677643785,1.7582201902409003,137984
triviaqa-ratio10,clean,1,0.4522383324913914,0.6247533124985343,137984,15.286562134291222,29.392326017965985,137984,7.790200632981723e-05,0.0015909955129473732,137984,0.0014831492360987504,0.036950302383286254,129360,0.1348439882820016,0.2433451185577228,137984,5.285344677643785,1.7582201902409003,137984
triviaqa-ratio10,clean,2,0.17565574832662634,0.35393369154310284,137984,9.670914907928342,46.161366260390345,137984,0.0001511224399132038,0.0014206360751524525,137984,0.0012253546532513407,0.031103828537708673,129360,0.10629737195250924,0.343876588376158,137984,5.285344677643785,1.7582201902409003,137984
triviaqa-ratio10,clean,3,0.04879398351711459,0.17849619459314572,137984,3.493514075878027,8.458646078290377,137984,0.00010537985335104136,0.0012335733398753594,137984,0.0012278924495362528,0.02794987136947372,129360,0.060324882521431776,0.16178075045867243,137984,5.285344677643785,1.7582201902409003,137984
triviaqa-ratio10,clean,4,0.010100762256594193,0.07179205968972283,137984,0.85795596854774,3.5501402639926303,137984,0.00010258223084520802,0.0011534825161479577,137984,0.0011227364344846996,0.026034850053166057,129360,0.05270111317493872,0.21185547966211812,137984,5.285344677643785,1.7582201902409003,137984
triviaqa-ratio10,confusable_wrong,0,1.1054813789056663,1.1334197336132494,137984,14.661794156429737,90.16279713190247,137984,0.0012289964341478101,0.030794684598618213,137984,0.003968772764064387,0.04633213576764698,129360,0.15045416054455873,0.9892318956882417,137984,5.283815514842301,1.7517514704696628,137984
triviaqa-ratio10,confusable_wrong,1,0.6270252831368368,0.7479788493102857,137984,15.359854197955668,14.60605941368372,137984,-4.469003837739414e-05,0.001515061969170748,137984,0.0011510829510224224,0.027061024535990835,129360,0.1280220605568864,0.13553292385967644,137984,5.283815514842301,1.7517514704696628,137984
triviaqa-ratio10,confusable_wrong,2,0.32453404865260943,0.5094960084369178,137984,12.154603578836952,13.396803250951606,137984,-8.262045371512136e-05,0.001285132072808604,137984,0.0013620497357920557,0.02742583953189921,129360,0.16553297254812618,0.1771207689910201,137984,5.283815514842301,1.7517514704696628,137984
triviaqa-ratio10,confusable_wrong,3,0.1552967922392239,0.3361690875615909,137984,7.63558162209418,11.398718422601569,137984,-0.0001651188105459152,0.0012290625387381864,137984,0.002204755300806102,0.028430150003526153,129360,0.1356352668555879,0.19984177768468064,137984,5.283815514842301,1.7517514704696628,137984
triviaqa-ratio10,confusable_wrong,4,0.08282751248092733,0.2116045838050445,137984,4.828815512932865,8.761389483383725,137984,-0.00010583454982977661,0.001179027747576552,137984,0.005593511403810406,0.03343497482292898,129360,0.11673224466959208,0.21156485272497993,137984,5.283815514842301,1.7517514704696628,137984
triviaqa-ratio10,refusal,0,1.0185914351077427,0.9956620774961429,137984,14.438632519381438,24.568096452518255,137984,0.0014256465227878773,0.030281611075874213,137984,0.004021274233859067,0.05012723037413729,129360,0.14270692749463737,0.29343049166483,137984,5.173165004638219,1.7189283515446963,137984
triviaqa-ratio10,refusal,1,0.5943383700326896,0.6482596723597196,137984,15.684201045759695,30.350071746165924,137984,-2.9603508285575424e-05,0.0016717058917851502,137984,0.0016062715311785669,0.04065755374370468,129360,0.1439740957483735,0.31329078291760676,137984,5.173165004638219,1.7189283515446963,137984
triviaqa-ratio10,refusal,2,0.3127728240841245,0.4514119762936157,137984,12.05207100099753,13.360753360486795,137984,-3.888439610739219e-05,0.0014286159588968706,137984,0.0012048905942561234,0.029711836495836367,129360,0.16024330128878272,0.17125697154234018,137984,5.173165004638219,1.7189283515446963,137984
triviaqa-ratio10,refusal,3,0.1538382906162721,0.3134110622267971,137984,7.6579443880847755,12.088506608321708,137984,-8.120378975617964e-05,0.0013366970556793708,137984,0.0022226684481394202,0.03037469318069979,129360,0.13354032322761486,0.20261411161584125,137984,5.173165004638219,1.7189283515446963,137984
triviaqa-ratio10,refusal,4,0.0900563302514458,0.2160539182730572,137984,4.95034523881436,8.891755425602666,137984,-0.00017542718941215862,0.0012482437978206624,137984,0.0036482608025363147,0.03140764894661207,129360,0.1183661619523066,0.21071505199340113,137984,5.173165004638219,1.7189283515446963,137984
triviaqa-ratio10,wrong_answer,0,3.8575107486524645,1.9550044344101454,137984,18.343907086535573,70.43742505668659,137984,0.001504816740066068,0.030470236995166627,137984,0.04599717433361922,0.23471815900780726,129360,0.0918596895015654,0.3604260296300167,137984,5.256348562152134,1.685670089702057,137984
triviaqa-ratio10,wrong_answer,1,3.982140962486734,1.4326695308140625,137984,17.35456024754122,22.98784200247803,137984,2.1163497098558704e-05,0.0038286945617592404,137984,0.01635473250387032,0.10864226903117723,129360,0.14321744361906003,0.19482076604044019,137984,5.256348562152134,1.685670089702057,137984
triviaqa-ratio10,wrong_answer,2,3.6692326170280456,1.4664854314453506,137984,20.456897642885046,42.94679839152746,137984,0.00011159608732094959,0.003292574230201553,137984,0.00827788214965012,0.08027170903323454,129360,0.14815998530057709,0.31862910256024707,137984,5.256348562152134,1.685670089702057,137984
triviaqa-ratio10,wrong_answer,3,3.4035582720776776,1.466954470750216,137984,21.707677899058112,25.53644253814461,137984,0.0001214834484768271,0.0031475507602581904,137984,0.0029538521311490706,0.0643238419066377,129360,0.14992437000144893,0.17181210391591212,137984,5.256348562152134,1.685670089702057,137984
triviaqa-ratio10,wrong_answer,4,3.221638633781683,1.4556515061628452,137984,22.59590566687887,17.085123078397235,137984,0.000131534207006553,0.0030812783949243014,137984,0.0006267877744688562,0.058852381879501536,129360,0.19954058895981688,0.1505946470197236,137984,5.256348562152134,1.685670089702057,137984
